
android.content.res.XmlBlock|nativeGetStyleAttribute|long|int

objfileName: 1700972076684.obj

android.content.res.XmlBlock|nativeGetStyleAttribute

android.content.res.XmlBlock|nativeGetStyleAttribute|2023-11-26 15:14:14
11-26 04:14:36.704 23717 23741 I app_process64: ==23717==ERROR: HWAddressSanitizer: tag-mismatch on address 0x007c6e34f000 at pc 0x007cd5dd1398
11-26 04:14:36.704 23717 23741 I app_process64: READ of size 8 at 0x007c6e34f000 tags: 00/a3 (ptr/mem) in thread T38029
11-26 04:14:36.720 23717 23741 I app_process64:     #0 0x7cd5dd1394  (/apex/com.android.runtime/lib64/libart.so+0x923394)
11-26 04:14:36.720 23717 23741 I app_process64:     #1 0x7cd5725e9c  (/apex/com.android.runtime/lib64/libart.so+0x277e9c)
11-26 04:14:36.720 23717 23741 I app_process64:     #2 0x7cd57257ec  (/apex/com.android.runtime/lib64/libart.so+0x2777ec)
11-26 04:14:36.720 23717 23741 I app_process64:     #3 0x641dd69968  (/system/bin/app_process64+0x6968)
11-26 04:14:36.720 23717 23741 I app_process64:     #4 0x7cdd6788bc  ([vdso]+0x8bc)
11-26 04:14:36.721 23717 23741 I app_process64:     #5 0x7cd779bccc  (/system/lib64/libandroidfw.so+0x63ccc)
11-26 04:14:36.721 23717 23741 I app_process64:     #6 0x7cd8d7afdc  (/system/lib64/libandroid_runtime.so+0x1a6fdc)
11-26 04:14:36.721 23717 23741 I app_process64:     #7 0x710efe68  (/system/framework/arm64/boot-framework.oat+0x28ce68)
11-26 04:14:36.721 23717 23741 I app_process64: 
11-26 04:14:36.721 23717 23741 I app_process64: Address 0x007c6e34f000 is located in stack of thread T38029
11-26 04:14:36.721 23717 23741 I app_process64: Thread: T38029 0x00731db5e000 stack: [0x007c6e24d000,0x007c6e351d50) sz: 1068368 tls: [0x000000000000,0x000000000000)
11-26 04:14:36.721 23717 23741 I app_process64: Previously allocated frames:
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x2e880 #0 0x7cd5dd12b4  (/apex/com.android.runtime/lib64/libart.so+0x9232b4)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x2eb00 #0 0x7cd5725c14  (/apex/com.android.runtime/lib64/libart.so+0x277c14)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x2ebd0 #0 0x7cd5725724  (/apex/com.android.runtime/lib64/libart.so+0x277724)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x2ea40 #0 0x641dd6a74c  (/system/bin/app_process64+0x774c)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x2eae0 #0 0x641dd6a544  (/system/bin/app_process64+0x7544)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x2eb60 #0 0x641dd6a74c  (/system/bin/app_process64+0x774c)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x2ebd0 #0 0x641dd6a408  (/system/bin/app_process64+0x7408)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x2ed90 #0 0x641dd694f8  (/system/bin/app_process64+0x64f8)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x4f040 #0 0x7cd8d7af74  (/system/lib64/libandroid_runtime.so+0x1a6f74)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x4f220 #0 0x7cd55fe674  (/apex/com.android.runtime/lib64/libart.so+0x150674)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x4f630 #0 0x7cd5c23dac  (/apex/com.android.runtime/lib64/libart.so+0x775dac)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x4f630 #0 0x7cd5c2af78  (/apex/com.android.runtime/lib64/libart.so+0x77cf78)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x4f630 #0 0x7cd5ca27a4  (/apex/com.android.runtime/lib64/libart.so+0x7f47a4)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x4f630 #0 0x7cd5ca27a4  (/apex/com.android.runtime/lib64/libart.so+0x7f47a4)
11-26 04:14:36.721 23717 23741 I app_process64:  sp: 0x4fb30 #0 0x7cd5c264f8  (/apex/com.android.runtime/lib64/libart.so+0x7784f8)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4fb80 #0 0x7cd5b4fdf8  (/apex/com.android.runtime/lib64/libart.so+0x6a1df8)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4fd80 #0 0x7cd55fe674  (/apex/com.android.runtime/lib64/libart.so+0x150674)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4fd80 #0 0x7cd598cf48  (/apex/com.android.runtime/lib64/libart.so+0x4def48)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4fe90 #0 0x7cd58c6874  (/apex/com.android.runtime/lib64/libart.so+0x418874)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ffe0 #0 0x7cd58be37c  (/apex/com.android.runtime/lib64/libart.so+0x41037c)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4fd30 #0 0x7cd56824e0  (/apex/com.android.runtime/lib64/libart.so+0x1d44e0)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4fd30 #0 0x7cd5ac97d0  (/apex/com.android.runtime/lib64/libart.so+0x61b7d0)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4fe10 #0 0x7cd56168e8  (/apex/com.android.runtime/lib64/libart.so+0x1688e8)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ff30 #0 0x7cd56170a8  (/apex/com.android.runtime/lib64/libart.so+0x1690a8)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ffe0 #0 0x7cd5667cec  (/apex/com.android.runtime/lib64/libart.so+0x1b9cec)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x50210 #0 0x7cd5db59ac  (/apex/com.android.runtime/lib64/libart.so+0x9079ac)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ff00 #0 0x7cd5afdadc  (/apex/com.android.runtime/lib64/libart.so+0x64fadc)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4fbe0 #0 0x7cd598cf48  (/apex/com.android.runtime/lib64/libart.so+0x4def48)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4f2c0 #0 0x7cd5a0a5e8  (/apex/com.android.runtime/lib64/libart.so+0x55c5e8)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4f2c0 #0 0x7cd5d994c8  (/apex/com.android.runtime/lib64/libart.so+0x8eb4c8)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df898  (/apex/com.android.runtime/lib64/libart.so+0x531898)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ebf0 #0 0x7cd59e2c58  (/apex/com.android.runtime/lib64/libart.so+0x534c58)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ea90 #0 0x7cd5ca27a4  (/apex/com.android.runtime/lib64/libart.so+0x7f47a4)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ebf0 #0 0x7cd59e22dc  (/apex/com.android.runtime/lib64/libart.so+0x5342dc)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df898  (/apex/com.android.runtime/lib64/libart.so+0x531898)
11-26 04:14:36.722 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df590  (/apex/com.android.runtime/lib64/libart.so+0x531590)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4f2b0 #0 0x7cd59f13a0  (/apex/com.android.runtime/lib64/libart.so+0x5433a0)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df898  (/apex/com.android.runtime/lib64/libart.so+0x531898)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ebf0 #0 0x7cd59e2c58  (/apex/com.android.runtime/lib64/libart.so+0x534c58)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ea90 #0 0x7cd5ca27a4  (/apex/com.android.runtime/lib64/libart.so+0x7f47a4)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ebf0 #0 0x7cd59e22dc  (/apex/com.android.runtime/lib64/libart.so+0x5342dc)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df898  (/apex/com.android.runtime/lib64/libart.so+0x531898)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df590  (/apex/com.android.runtime/lib64/libart.so+0x531590)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4f2b0 #0 0x7cd59f13a0  (/apex/com.android.runtime/lib64/libart.so+0x5433a0)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4f130 #0 0x7cd8eb7d44  (/system/lib64/liblog.so+0x1ad44)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4f130 #0 0x7cd8eb9e8c  (/system/lib64/liblog.so+0x1ce8c)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4f110 #0 0x7cd8eb4978  (/system/lib64/liblog.so+0x17978)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4f1e0 #0 0x7cd8ea8d20  (/system/lib64/liblog.so+0xbd20)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4f2b0 #0 0x7cd8ea7b04  (/system/lib64/liblog.so+0xab04)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df898  (/apex/com.android.runtime/lib64/libart.so+0x531898)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ee60 #0 0x7cd5ca27a4  (/apex/com.android.runtime/lib64/libart.so+0x7f47a4)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd5a80a50  (/apex/com.android.runtime/lib64/libart.so+0x5d2a50)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ebf0 #0 0x7cd59e2c58  (/apex/com.android.runtime/lib64/libart.so+0x534c58)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ea90 #0 0x7cd5ca27a4  (/apex/com.android.runtime/lib64/libart.so+0x7f47a4)
11-26 04:14:36.723 23717 23741 I app_process64:  sp: 0x4ebf0 #0 0x7cd59e22dc  (/apex/com.android.runtime/lib64/libart.so+0x5342dc)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df898  (/apex/com.android.runtime/lib64/libart.so+0x531898)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df590  (/apex/com.android.runtime/lib64/libart.so+0x531590)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4f2b0 #0 0x7cd59f01bc  (/apex/com.android.runtime/lib64/libart.so+0x5421bc)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd59df898  (/apex/com.android.runtime/lib64/libart.so+0x531898)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4ee60 #0 0x7cd5ca27a4  (/apex/com.android.runtime/lib64/libart.so+0x7f47a4)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4efd0 #0 0x7cd5a80a50  (/apex/com.android.runtime/lib64/libart.so+0x5d2a50)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4ebf0 #0 0x7cd59e2c58  (/apex/com.android.runtime/lib64/libart.so+0x534c58)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4ea90 #0 0x7cd5ca27a4  (/apex/com.android.runtime/lib64/libart.so+0x7f47a4)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4ebf0 #0 0x7cd59e22dc  (/apex/com.android.runtime/lib64/libart.so+0x5342dc)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
11-26 04:14:36.724 23717 23741 I app_process64:  sp: 0x4ee30 #0 0x7cd59e09ac  (/apex/com.android.runtime/lib64/libart.so+0x5329ac)
