
android.view.MotionEvent|nativeTransform|long, long|void

objfileName: 1701038493298.obj

android.view.MotionEvent|nativeTransform

android.view.MotionEvent|nativeTransform|2023-11-27 09:41:11
11-26 22:41:33.324 15024 15047 I app_process64: ==15024==ERROR: HWAddressSanitizer: tag-mismatch on address 0x007c6f459ff0 at pc 0x007cd5dd1398
11-26 22:41:33.324 15024 15047 I app_process64: READ of size 8 at 0x007c6f459ff0 tags: 00/b4 (ptr/mem) in thread T80783
11-26 22:41:33.340 15024 15047 I app_process64:     #0 0x7cd5dd1394  (/apex/com.android.runtime/lib64/libart.so+0x923394)
11-26 22:41:33.341 15024 15047 I app_process64:     #1 0x7cd5725e9c  (/apex/com.android.runtime/lib64/libart.so+0x277e9c)
11-26 22:41:33.341 15024 15047 I app_process64:     #2 0x7cd57257ec  (/apex/com.android.runtime/lib64/libart.so+0x2777ec)
11-26 22:41:33.341 15024 15047 I app_process64:     #3 0x641dd69968  (/system/bin/app_process64+0x6968)
11-26 22:41:33.341 15024 15047 I app_process64:     #4 0x7cdd6788bc  ([vdso]+0x8bc)
11-26 22:41:33.341 15024 15047 I app_process64:     #5 0x7cd90fa458  (/system/lib64/libclang_rt.hwasan-aarch64-android.so+0x1c458)
11-26 22:41:33.341 15024 15047 I app_process64:     #6 0x7cd8d14eac  (/system/lib64/libandroid_runtime.so+0x140eac)
11-26 22:41:33.341 15024 15047 I app_process64:     #7 0x710f69d8  (/system/framework/arm64/boot-framework.oat+0x2939d8)
11-26 22:41:33.341 15024 15047 I app_process64: 
11-26 22:41:33.341 15024 15047 I app_process64: Address 0x007c6f459ff0 is located in stack of thread T80783
11-26 22:41:33.341 15024 15047 I app_process64: Thread: T80783 0x00733f1ca000 stack: [0x007c6f358000,0x007c6f45cd50) sz: 1068368 tls: [0x000000000000,0x000000000000)
11-26 22:41:33.341 15024 15047 I app_process64: Previously allocated frames:
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x2e880 #0 0x7cd5dd12b4  (/apex/com.android.runtime/lib64/libart.so+0x9232b4)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x2eb00 #0 0x7cd5725c14  (/apex/com.android.runtime/lib64/libart.so+0x277c14)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x2ebd0 #0 0x7cd5725724  (/apex/com.android.runtime/lib64/libart.so+0x277724)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x2ea40 #0 0x641dd6a74c  (/system/bin/app_process64+0x774c)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x2eae0 #0 0x641dd6a544  (/system/bin/app_process64+0x7544)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x2eb60 #0 0x641dd6a74c  (/system/bin/app_process64+0x774c)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x2ebd0 #0 0x641dd6a408  (/system/bin/app_process64+0x7408)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x2ed90 #0 0x641dd694f8  (/system/bin/app_process64+0x64f8)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x5a040 #0 0x7cd8d14e3c  (/system/lib64/libandroid_runtime.so+0x140e3c)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x5a220 #0 0x7cd55fe674  (/apex/com.android.runtime/lib64/libart.so+0x150674)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x5a630 #0 0x7cd5c23dac  (/apex/com.android.runtime/lib64/libart.so+0x775dac)
11-26 22:41:33.341 15024 15047 I app_process64:  sp: 0x5a630 #0 0x7cd5c2af78  (/apex/com.android.runtime/lib64/libart.so+0x77cf78)
